employee_id,year_month,org_unit,tasks,hours,velocity,quality_mean,on_time_ratio,customer_impact
149,2013-05,Software Development,310,470.4,631,0.822,0.796,1428
149,2013-06,Software Development,300,532.4,322,0.82,0.928,384
149,2013-07,Software Development,310,507.6,483,0.808,0.842,552
149,2013-08,Software Development,310,470.7,358,0.844,0.914,510
149,2013-09,Software Development,300,416.7,285,0.853,0.868,225
149,2013-10,Software Development,310,603.3,601,0.875,0.838,353
149,2013-11,Software Development,300,378.7,465,0.869,0.943,821
149,2013-12,Software Development,310,467.7,662,0.963,0.964,872
149,2014-01,Software Development,310,441.5,412,0.905,0.872,667
149,2014-02,Software Development,280,336.3,352,0.811,0.889,528
149,2014-03,Software Development,310,452.2,619,0.894,0.826,830
149,2014-04,Software Development,300,434.7,331,0.906,0.947,272
149,2014-05,Software Development,310,613.2,363,0.778,0.908,586
149,2014-06,Software Development,300,351.6,500,0.893,0.861,566
149,2014-07,Software Development,310,514.4,523,0.943,0.927,476
149,2014-08,Software Development,310,386.0,479,0.93,0.895,849
149,2014-09,Software Development,300,573.1,291,0.904,0.78,921
149,2014-10,Software Development,310,363.0,419,0.738,0.947,1168
149,2014-11,Software Development,300,472.4,302,0.843,0.937,903
149,2014-12,Software Development,310,575.2,354,0.926,0.843,974
150,2005-01,Marketing,310,324.0,218,0.946,0.95,620
150,2005-02,Marketing,280,558.0,361,0.802,0.973,434
150,2005-03,Marketing,310,385.6,325,0.761,0.965,524
150,2005-04,Marketing,300,532.5,554,1.0,0.926,755
150,2005-05,Marketing,310,426.4,375,0.822,0.9,573
150,2005-06,Marketing,300,423.6,89,0.898,0.905,772
150,2005-07,Marketing,310,542.7,0,0.868,0.942,410
150,2005-08,Marketing,310,446.1,227,0.864,0.893,190
150,2005-09,Marketing,300,411.0,363,0.867,1.0,607
150,2005-10,Marketing,310,472.9,505,0.903,0.862,831
150,2005-11,Marketing,300,539.8,143,0.859,0.872,257
150,2005-12,Marketing,310,468.5,385,0.839,0.869,761
150,2006-01,Marketing,310,407.0,144,0.855,0.89,1082
150,2006-02,Marketing,280,380.7,368,0.736,0.938,766
150,2006-03,Marketing,310,329.7,150,0.795,0.954,923
150,2006-04,Marketing,300,390.6,97,0.712,0.818,429
150,2006-05,Marketing,310,466.8,278,0.876,0.912,455
150,2006-06,Marketing,300,331.0,146,0.813,0.887,782
150,2006-07,Marketing,310,591.8,150,0.841,0.936,586
150,2006-08,Marketing,310,526.4,434,0.879,0.898,391
150,2006-09,Marketing,300,310.2,298,0.877,0.847,837
150,2006-10,Marketing,310,335.2,9,0.869,0.895,583
150,2006-11,Marketing,300,392.9,496,0.875,0.88,184
150,2006-12,Marketing,310,455.6,287,0.793,0.874,991
150,2007-01,Marketing,310,550.3,454,0.903,0.913,363
150,2007-02,Marketing,280,364.1,343,0.833,0.913,685
150,2007-03,Marketing,310,520.8,425,0.818,0.834,1001
150,2007-04,Marketing,300,493.0,226,0.729,0.936,719
150,2007-05,Marketing,310,489.4,338,0.925,0.837,899
150,2007-06,Marketing,300,453.6,92,0.824,0.968,413
150,2007-07,Marketing,310,412.3,50,0.871,0.857,507
150,2007-08,Marketing,310,611.3,173,0.865,0.916,679
150,2007-09,Marketing,300,509.9,296,0.829,0.886,772
150,2007-10,Marketing,310,429.2,177,0.839,0.976,170
150,2007-11,Marketing,300,444.8,242,0.885,0.864,550
150,2007-12,Marketing,310,500.4,214,0.878,0.92,552
150,2008-01,Marketing,310,451.4,655,0.792,0.926,632
150,2008-02,Marketing,290,520.1,181,0.9,0.895,526
150,2008-03,Marketing,310,342.8,303,0.786,0.902,952
150,2008-04,Marketing,300,374.4,340,0.901,0.899,544
150,2008-05,Marketing,310,343.8,206,0.841,0.854,569
150,2008-06,Marketing,300,327.2,251,0.841,0.853,697
150,2008-07,Marketing,310,598.3,248,0.677,0.901,659
150,2008-08,Marketing,310,618.8,195,0.799,0.934,485
150,2008-09,Marketing,300,576.3,484,0.843,0.977,947
150,2008-10,Marketing,310,448.8,141,0.862,0.911,485
150,2008-11,Marketing,300,344.8,366,0.769,0.92,613
150,2008-12,Marketing,310,406.2,253,0.765,0.953,1066
150,2009-01,Marketing,310,350.4,258,0.908,0.876,832
150,2009-02,Marketing,280,476.4,139,0.805,0.898,567
150,2009-03,Marketing,310,339.1,309,0.708,0.934,811
150,2009-04,Marketing,300,531.2,278,0.814,0.88,538
150,2009-05,Marketing,310,486.9,198,0.855,0.976,735
150,2009-06,Marketing,300,440.0,453,0.909,0.944,699
150,2009-07,Marketing,310,522.4,382,0.91,0.866,584
150,2009-08,Marketing,310,477.9,295,0.846,0.944,387
150,2009-09,Marketing,300,559.7,133,0.818,0.822,489
150,2009-10,Marketing,310,532.6,308,0.825,0.922,731
150,2009-11,Marketing,300,418.1,434,0.875,0.828,989
150,2009-12,Marketing,310,593.0,114,0.763,0.822,500
150,2010-01,Marketing,310,421.4,105,0.821,0.976,446
150,2010-02,Marketing,280,551.1,331,0.948,0.909,662
150,2010-03,Marketing,310,560.8,354,0.74,0.862,794
150,2010-04,Marketing,300,525.5,74,0.824,0.928,722
150,2010-05,Marketing,310,515.8,0,0.852,0.835,757
150,2010-06,Marketing,300,349.7,187,0.759,0.957,670
150,2010-07,Marketing,310,600.5,507,0.843,0.868,882
150,2010-08,Marketing,310,355.4,370,0.855,0.844,355
150,2010-09,Marketing,300,336.9,0,0.857,0.896,612
150,2010-10,Marketing,310,598.0,101,0.848,0.843,935
150,2010-11,Marketing,300,588.2,553,0.782,0.916,722
150,2010-12,Marketing,310,387.7,112,0.769,0.877,791
150,2011-01,Marketing,310,429.9,446,0.79,0.887,600
150,2011-02,Marketing,280,359.2,334,0.914,0.871,456
150,2011-03,Marketing,310,503.2,330,0.905,0.905,569
150,2011-04,Marketing,300,476.9,319,0.883,0.821,566
150,2011-05,Marketing,310,346.9,296,0.836,0.806,587
150,2011-06,Marketing,300,489.3,271,0.869,0.884,521
150,2011-07,Marketing,310,556.8,357,0.887,0.936,538
150,2011-08,Marketing,310,508.0,83,0.856,0.8,245
150,2011-09,Marketing,300,409.6,351,0.768,0.928,561
150,2011-10,Marketing,310,326.4,504,0.706,0.996,847
150,2011-11,Marketing,300,311.5,220,0.871,0.919,807
150,2011-12,Marketing,310,468.2,367,0.885,0.804,552
150,2012-01,Marketing,310,508.3,357,0.818,0.957,1024
150,2012-02,Marketing,290,419.3,283,0.848,0.822,379
150,2012-03,Marketing,310,396.1,406,0.817,0.897,580
150,2012-04,Marketing,300,447.7,585,0.847,0.971,433
150,2012-05,Marketing,310,545.6,418,0.85,0.932,1069
150,2012-06,Marketing,300,536.6,329,0.82,0.907,664
150,2012-07,Marketing,310,533.7,324,0.747,0.976,642
150,2012-08,Marketing,310,495.2,151,0.81,0.89,518
150,2012-09,Marketing,300,362.2,433,0.922,0.877,456
150,2012-10,Marketing,310,576.3,115,0.88,0.888,510
150,2012-11,Marketing,300,372.8,309,0.91,0.841,667
150,2012-12,Marketing,310,531.1,197,0.866,0.945,665
150,2013-01,Marketing,310,532.9,238,0.889,0.814,810
150,2013-02,Marketing,280,557.1,146,0.793,0.981,646
150,2013-03,Marketing,310,567.6,245,0.737,0.889,612
150,2013-04,Marketing,300,516.6,274,0.936,0.906,142
150,2013-05,Marketing,310,436.0,295,0.83,0.953,826
150,2013-06,Marketing,300,515.6,310,0.931,0.904,290
150,2013-07,Marketing,310,417.5,230,0.842,0.852,703
150,2013-08,Marketing,310,557.7,404,0.921,0.909,384
150,2013-09,Marketing,300,406.7,296,0.859,0.874,551
150,2013-10,Marketing,310,489.9,444,0.839,0.931,619
150,2013-11,Marketing,300,472.5,172,0.863,0.968,687
150,2013-12,Marketing,310,386.7,140,0.86,0.797,782
150,2014-01,Marketing,310,359.7,196,0.826,0.948,416
150,2014-02,Marketing,280,338.6,146,0.874,0.888,0
150,2014-03,Marketing,310,396.0,264,0.952,0.888,442
150,2014-04,Marketing,300,409.6,0,0.916,0.931,478
150,2014-05,Marketing,310,431.6,325,0.832,0.927,598
150,2014-06,Marketing,300,518.3,353,0.817,0.894,319
150,2014-07,Marketing,310,597.6,15,0.862,0.884,328
150,2014-08,Marketing,310,545.7,114,0.851,0.949,949
150,2014-09,Marketing,300,415.8,243,0.732,0.827,920
150,2014-10,Marketing,310,579.9,453,0.727,0.896,189
150,2014-11,Marketing,300,344.6,135,0.949,0.86,900
150,2014-12,Marketing,310,595.7,469,0.881,0.966,501
151,2005-01,IT,310,576.8,328,0.992,0.945,584
151,2005-02,IT,280,380.5,576,0.801,0.914,474
151,2005-03,IT,310,349.8,338,0.657,0.904,607
151,2005-04,IT,300,376.1,268,0.814,0.815,263
151,2005-05,IT,310,440.2,302,0.892,0.876,353
151,2005-06,IT,300,389.0,0,0.851,0.929,916
151,2005-07,IT,310,383.4,135,0.798,0.891,445
151,2005-08,IT,310,527.3,215,0.898,0.919,831
151,2005-09,IT,300,374.7,505,0.861,0.92,586
151,2005-10,IT,310,573.7,268,0.923,0.915,366
151,2005-11,IT,300,520.9,302,0.818,0.851,448
151,2005-12,IT,310,554.3,240,0.832,0.928,168
151,2006-01,IT,310,452.6,118,0.894,0.934,145
151,2006-02,IT,280,367.6,475,0.884,0.883,655
151,2006-03,IT,310,361.9,583,0.814,0.968,483
151,2006-04,IT,300,386.0,272,0.85,0.938,576
151,2006-05,IT,310,509.2,177,0.876,0.902,693
151,2006-06,IT,300,509.8,509,0.907,0.937,563
151,2006-07,IT,310,427.9,235,0.835,0.866,760
151,2006-08,IT,310,529.3,170,0.922,0.922,645
151,2006-09,IT,300,470.6,181,0.803,0.882,725
151,2006-10,IT,310,537.4,794,0.782,0.904,554
151,2006-11,IT,300,589.6,430,0.854,0.918,513
151,2006-12,IT,310,522.6,236,0.652,0.87,1210
151,2007-01,IT,310,407.0,384,0.792,0.923,894
151,2007-02,IT,280,388.6,459,0.905,0.916,543
151,2007-03,IT,310,393.7,183,0.773,0.929,705
151,2007-04,IT,300,518.1,451,0.839,0.967,208
151,2007-05,IT,310,402.5,305,0.798,0.894,1012
151,2007-06,IT,300,387.1,314,0.778,0.92,900
151,2007-07,IT,310,525.3,253,0.815,0.906,755
151,2007-08,IT,310,401.5,148,0.811,0.972,743
151,2007-09,IT,300,339.3,417,0.7,0.934,1206
151,2007-10,IT,310,441.2,353,0.82,0.852,496
151,2007-11,IT,300,461.0,384,0.788,0.868,452
151,2007-12,IT,310,433.7,279,0.836,0.846,1022
151,2008-01,IT,310,617.2,228,0.792,0.881,910
151,2008-02,IT,290,328.5,198,0.814,0.816,206
151,2008-03,IT,310,311.6,261,0.818,0.875,699
151,2008-04,IT,300,591.6,456,0.996,0.846,303
151,2008-05,IT,310,561.3,301,0.888,0.844,357
151,2008-06,IT,300,596.2,112,0.926,0.942,435
151,2008-07,IT,310,460.5,394,0.828,0.905,140
151,2008-08,IT,310,450.2,430,0.853,0.973,718
151,2008-09,IT,300,562.0,145,0.791,0.871,637
151,2008-10,IT,310,614.9,407,0.916,0.92,516
151,2008-11,IT,300,560.2,394,0.834,0.94,455
151,2008-12,IT,310,518.2,563,0.788,0.916,230
151,2009-01,IT,310,430.6,174,0.804,0.886,427
151,2009-02,IT,280,539.7,65,0.9,0.847,524
151,2009-03,IT,310,572.6,469,0.82,0.973,708
151,2009-04,IT,300,418.3,268,0.837,0.937,640
151,2009-05,IT,310,343.5,191,0.869,0.882,441
151,2009-06,IT,300,424.0,453,0.751,0.924,605
151,2009-07,IT,310,605.4,198,0.841,0.873,476
151,2009-08,IT,310,384.6,286,0.84,0.86,866
151,2009-09,IT,300,308.7,332,0.926,0.873,820
151,2009-10,IT,310,562.9,235,0.924,0.882,382
151,2009-11,IT,300,374.0,301,0.778,0.999,1017
151,2009-12,IT,310,567.3,563,0.793,0.963,882
151,2010-01,IT,310,584.4,588,0.771,0.848,820
151,2010-02,IT,280,377.3,374,0.819,0.944,269
151,2010-03,IT,310,411.6,692,0.732,0.978,189
151,2010-04,IT,300,344.4,156,0.868,0.837,697
151,2010-05,IT,310,552.2,268,0.861,0.815,773
151,2010-06,IT,300,570.0,67,0.881,0.869,587
151,2010-07,IT,310,558.0,299,0.838,0.929,551
151,2010-08,IT,310,570.1,487,0.805,0.872,775
151,2010-09,IT,300,549.0,464,0.786,0.885,403
151,2010-10,IT,310,378.0,375,0.78,0.878,385
151,2010-11,IT,300,407.0,384,0.803,0.905,674
151,2010-12,IT,310,532.8,45,0.811,0.855,722
151,2011-01,IT,310,324.6,421,0.87,0.943,489
151,2011-02,IT,280,532.9,561,0.777,0.933,786
151,2011-03,IT,310,423.4,448,0.84,0.924,675
151,2011-04,IT,300,555.2,267,0.749,0.932,653
151,2011-05,IT,310,401.2,133,0.846,0.907,1118
151,2011-06,IT,300,433.8,217,0.842,0.983,805
151,2011-07,IT,310,474.3,273,0.827,0.975,516
151,2011-08,IT,310,424.3,49,0.747,0.957,117
151,2011-09,IT,300,345.5,261,0.862,0.953,455
151,2011-10,IT,310,592.1,151,0.802,0.922,723
151,2011-11,IT,300,422.7,521,0.835,0.98,614
151,2011-12,IT,310,354.6,423,0.81,0.911,259
151,2012-01,IT,310,500.3,320,0.872,0.894,1062
151,2012-02,IT,290,572.3,119,0.783,0.898,399
151,2012-03,IT,310,381.6,231,0.752,0.918,696
151,2012-04,IT,300,565.3,430,0.76,0.873,654
151,2012-05,IT,310,606.1,67,0.867,0.898,1089
151,2012-06,IT,300,571.3,520,0.783,0.821,918
151,2012-07,IT,310,486.2,593,0.907,0.953,733
151,2012-08,IT,310,508.4,153,0.718,0.874,617
151,2012-09,IT,300,549.8,302,0.712,0.91,966
151,2012-10,IT,310,474.8,87,0.746,0.868,526
151,2012-11,IT,300,590.4,415,0.782,0.874,205
151,2012-12,IT,310,618.1,248,0.825,0.965,643
151,2013-01,IT,310,579.1,423,0.814,0.844,577
151,2013-02,IT,280,322.3,83,0.803,0.858,462
151,2013-03,IT,310,563.5,339,0.85,0.83,794
151,2013-04,IT,300,323.4,263,0.786,0.941,920
151,2013-05,IT,310,612.4,197,0.776,0.928,231
151,2013-06,IT,300,335.8,331,0.934,0.957,691
151,2013-07,IT,310,497.5,0,0.83,0.988,398
151,2013-08,IT,310,322.0,357,0.806,0.879,202
151,2013-09,IT,300,373.9,201,0.891,0.889,528
151,2013-10,IT,310,514.6,354,0.871,0.963,410
151,2013-11,IT,300,410.8,359,0.763,0.869,315
151,2013-12,IT,310,406.6,248,0.798,0.899,775
151,2014-01,IT,310,481.3,431,0.824,0.874,314
151,2014-02,IT,280,314.7,416,0.915,0.916,455
151,2014-03,IT,310,618.1,102,0.722,0.951,714
151,2014-04,IT,300,403.7,281,0.843,0.918,743
151,2014-05,IT,310,318.6,303,0.886,0.98,393
151,2014-06,IT,300,543.9,313,0.823,0.951,1147
151,2014-07,IT,310,547.9,188,0.754,0.896,854
151,2014-08,IT,310,501.7,350,0.957,0.932,634
151,2014-09,IT,300,488.5,420,0.873,0.941,299
151,2014-10,IT,310,592.0,399,0.752,0.907,889
151,2014-11,IT,300,367.1,458,0.842,0.905,836
151,2014-12,IT,310,444.8,109,0.824,0.916,706
152,2005-01,Marketing,310,326.4,163,0.869,0.895,998
152,2005-02,Marketing,280,498.2,324,0.829,0.882,509
152,2005-03,Marketing,310,524.2,430,0.752,0.875,929
152,2005-04,Marketing,300,575.7,143,0.904,0.925,653
152,2005-05,Marketing,310,589.0,234,0.842,0.905,539
152,2005-06,Marketing,300,432.4,138,0.81,0.878,151
152,2005-07,Marketing,310,406.3,320,0.929,0.834,368
152,2005-08,Marketing,310,429.5,91,0.837,0.888,999
152,2005-09,Marketing,300,402.9,261,0.853,0.857,477
152,2005-10,Marketing,310,469.2,379,0.881,0.858,555
152,2005-11,Marketing,300,302.4,61,0.872,0.846,193
152,2005-12,Marketing,310,574.5,372,0.894,0.923,450
152,2006-01,Marketing,310,502.4,288,0.784,0.948,691
152,2006-02,Marketing,280,485.8,468,0.816,0.839,448
152,2006-03,Marketing,310,597.5,284,0.899,0.901,738
152,2006-04,Marketing,300,371.0,494,0.85,0.889,463
152,2006-05,Marketing,310,410.7,187,0.951,0.883,412
152,2006-06,Marketing,300,594.2,306,0.74,0.935,158
152,2006-07,Marketing,310,539.0,58,0.858,0.927,858
152,2006-08,Marketing,310,480.7,359,0.776,0.913,139
152,2006-09,Marketing,300,462.6,466,0.823,0.905,748
152,2006-10,Marketing,310,485.8,31,0.767,0.88,648
152,2006-11,Marketing,300,396.0,284,0.901,0.882,335
152,2006-12,Marketing,310,552.6,469,0.857,0.877,576
152,2007-01,Marketing,310,447.5,323,0.714,0.905,576
152,2007-02,Marketing,280,497.1,53,0.771,0.918,851
152,2007-03,Marketing,310,378.2,243,0.793,0.902,380
152,2007-04,Marketing,300,562.5,351,0.788,0.933,584
152,2007-05,Marketing,310,378.5,324,0.775,0.94,622
152,2007-06,Marketing,300,400.3,162,0.799,0.92,370
152,2007-07,Marketing,310,437.3,216,0.895,0.906,548
152,2007-08,Marketing,310,467.8,128,0.947,0.983,502
152,2007-09,Marketing,300,368.8,251,0.808,0.945,245
152,2007-10,Marketing,310,477.6,355,0.932,0.967,445
152,2007-11,Marketing,300,397.2,204,0.925,0.919,1278
152,2007-12,Marketing,310,568.9,536,0.833,0.858,1210
152,2008-01,Marketing,310,433.1,318,0.846,0.869,703
152,2008-02,Marketing,290,515.5,131,0.761,0.921,392
152,2008-03,Marketing,310,512.1,147,0.791,0.891,305
152,2008-04,Marketing,300,325.2,352,0.875,0.874,418
152,2008-05,Marketing,310,481.3,337,0.869,0.962,873
152,2008-06,Marketing,300,455.7,1,0.804,0.831,918
152,2008-07,Marketing,310,348.8,157,0.857,0.93,732
152,2008-08,Marketing,310,397.7,461,0.819,0.824,516
152,2008-09,Marketing,300,330.6,363,0.895,0.861,80
152,2008-10,Marketing,310,561.7,307,0.716,0.818,673
152,2008-11,Marketing,300,497.0,454,0.809,0.896,454
152,2008-12,Marketing,310,568.2,287,0.92,0.915,640
152,2009-01,Marketing,310,581.3,481,0.76,0.867,670
152,2009-02,Marketing,280,311.7,165,0.723,0.886,643
152,2009-03,Marketing,310,409.4,283,0.84,0.861,620
152,2009-04,Marketing,300,583.5,354,0.867,0.971,667
152,2009-05,Marketing,310,585.5,66,0.86,0.937,648
152,2009-06,Marketing,300,388.6,243,0.939,0.819,901
152,2009-07,Marketing,310,421.4,203,0.872,0.921,374
152,2009-08,Marketing,310,597.0,311,0.793,0.977,771
152,2009-09,Marketing,300,571.4,426,0.842,0.943,793
152,2009-10,Marketing,310,594.4,254,0.813,0.97,254
152,2009-11,Marketing,300,574.6,475,0.767,0.903,891
152,2009-12,Marketing,310,370.0,302,0.827,0.853,527
152,2010-01,Marketing,310,319.2,40,0.927,0.922,525
152,2010-02,Marketing,280,394.2,192,0.795,0.881,356
152,2010-03,Marketing,310,510.2,0,0.852,0.856,845
152,2010-04,Marketing,300,537.1,323,0.803,0.965,301
152,2010-05,Marketing,310,446.9,126,0.836,0.905,306
152,2010-06,Marketing,300,304.8,103,0.752,0.866,1016
152,2010-07,Marketing,310,376.1,176,0.824,0.822,248
152,2010-08,Marketing,310,488.5,82,0.891,0.995,833
152,2010-09,Marketing,300,585.5,271,0.871,0.92,957
152,2010-10,Marketing,310,529.0,302,0.837,0.883,233
152,2010-11,Marketing,300,375.6,463,0.891,0.843,166
152,2010-12,Marketing,310,337.7,266,0.743,1.0,927
152,2011-01,Marketing,310,492.2,482,0.854,0.936,410
152,2011-02,Marketing,280,505.8,563,0.911,0.937,144
152,2011-03,Marketing,310,422.0,350,0.791,0.884,598
152,2011-04,Marketing,300,321.2,53,0.843,0.977,728
152,2011-05,Marketing,310,465.6,320,0.869,0.797,695
152,2011-06,Marketing,300,509.1,34,0.955,0.916,550
152,2011-07,Marketing,310,540.4,296,0.865,0.966,591
152,2011-08,Marketing,310,493.0,266,0.835,0.982,691
152,2011-09,Marketing,300,393.6,187,0.861,0.858,639
152,2011-10,Marketing,310,504.6,276,0.906,0.97,901
152,2011-11,Marketing,300,489.6,130,0.78,0.927,664
152,2011-12,Marketing,310,549.8,196,0.841,0.831,460
152,2012-01,Marketing,310,568.7,387,0.898,0.803,225
152,2012-02,Marketing,290,487.4,275,0.878,0.869,448
152,2012-03,Marketing,310,446.7,0,0.773,0.847,390
152,2012-04,Marketing,300,586.9,132,0.826,0.928,0
152,2012-05,Marketing,310,321.1,138,0.748,0.955,344
152,2012-06,Marketing,300,493.7,151,0.916,0.858,378
152,2012-07,Marketing,310,533.7,510,0.869,0.867,662
152,2012-08,Marketing,310,360.6,508,0.886,0.898,666
152,2012-09,Marketing,300,597.4,269,0.874,0.944,496
152,2012-10,Marketing,310,566.0,386,0.802,0.942,241
152,2012-11,Marketing,300,481.0,238,0.813,0.973,424
152,2012-12,Marketing,310,409.0,615,0.764,0.854,579
152,2013-01,Marketing,310,404.6,450,0.906,0.875,425
152,2013-02,Marketing,280,382.8,282,0.771,0.837,391
152,2013-03,Marketing,310,433.1,221,0.72,0.879,295
152,2013-04,Marketing,300,308.7,80,0.859,0.891,940
152,2013-05,Marketing,310,588.8,248,0.837,0.902,471
152,2013-06,Marketing,300,527.7,193,0.818,0.877,510
152,2013-07,Marketing,310,323.5,364,0.895,0.868,268
152,2013-08,Marketing,310,469.6,612,0.871,0.883,673
152,2013-09,Marketing,300,471.5,263,0.786,0.949,408
152,2013-10,Marketing,310,602.4,361,0.925,0.936,42
152,2013-11,Marketing,300,552.2,278,0.94,0.88,268
152,2013-12,Marketing,310,493.8,531,0.792,0.873,1024
152,2014-01,Marketing,310,538.0,112,0.775,0.908,548
152,2014-02,Marketing,280,385.0,373,0.889,0.972,571
152,2014-03,Marketing,310,484.4,339,0.886,0.843,797
152,2014-04,Marketing,300,465.2,150,0.876,0.912,709
152,2014-05,Marketing,310,508.5,305,0.909,0.844,405
152,2014-06,Marketing,300,459.0,154,0.855,0.883,527
152,2014-07,Marketing,310,580.3,315,0.84,0.918,523
152,2014-08,Marketing,310,535.4,393,0.793,0.914,619
152,2014-09,Marketing,300,376.3,0,0.8,0.919,214
152,2014-10,Marketing,310,492.8,18,0.839,0.902,795
152,2014-11,Marketing,300,553.4,124,0.843,0.916,380
152,2014-12,Marketing,310,344.5,365,0.742,0.901,362
153,2005-01,IT,310,427.1,220,0.817,1.0,482
153,2005-02,IT,280,303.5,321,0.818,0.913,396
153,2005-03,IT,310,348.7,216,0.762,0.929,596
153,2005-04,IT,300,559.2,392,0.809,0.928,449
153,2005-05,IT,310,560.4,221,0.883,0.948,306
153,2005-06,IT,300,332.9,403,0.748,0.883,665
153,2005-07,IT,310,392.0,231,0.753,0.859,1202
153,2005-08,IT,310,518.7,492,0.837,0.858,343
153,2005-09,IT,300,380.3,401,0.759,0.934,311
153,2005-10,IT,310,471.4,293,0.874,0.883,738
153,2005-11,IT,300,491.8,351,0.836,0.907,632
153,2005-12,IT,310,537.4,483,0.873,0.906,473
153,2006-01,IT,310,343.1,541,0.777,0.928,918
153,2006-02,IT,280,362.0,273,0.801,0.922,348
153,2006-03,IT,310,403.3,222,0.868,0.966,491
153,2006-04,IT,300,361.9,488,0.806,0.757,1036
153,2006-05,IT,310,434.6,428,0.86,0.894,147
153,2006-06,IT,300,414.7,258,0.83,0.927,952
153,2006-07,IT,310,310.4,271,0.928,0.858,601
153,2006-08,IT,310,416.8,180,0.817,0.882,802
153,2006-09,IT,300,487.2,254,0.866,0.874,372
153,2006-10,IT,310,378.3,92,0.834,0.909,543
153,2006-11,IT,300,313.3,216,0.771,0.925,690
153,2006-12,IT,310,557.0,151,0.718,0.785,709
153,2007-01,IT,310,387.5,105,0.871,0.941,595
153,2007-02,IT,280,545.0,361,0.803,0.887,812
153,2007-03,IT,310,465.4,268,0.846,1.0,1134
153,2007-04,IT,300,316.4,508,0.861,0.972,419
153,2007-05,IT,310,570.8,462,0.837,0.877,667
153,2007-06,IT,300,539.3,236,0.805,0.941,715
153,2007-07,IT,310,420.0,487,0.771,0.979,839
153,2007-08,IT,310,504.8,425,0.872,0.919,381
153,2007-09,IT,300,496.7,395,0.841,0.833,507
153,2007-10,IT,310,442.9,278,0.952,0.937,791
153,2007-11,IT,300,566.0,231,0.941,0.881,614
153,2007-12,IT,310,433.2,94,0.866,0.948,475
153,2008-01,IT,310,613.1,181,0.947,0.921,944
153,2008-02,IT,290,528.5,369,0.746,0.87,1050
153,2008-03,IT,310,529.0,258,0.729,0.909,515
153,2008-04,IT,300,459.7,81,0.893,0.877,351
153,2008-05,IT,310,454.0,591,0.883,0.915,486
153,2008-06,IT,300,489.6,352,0.722,0.938,657
153,2008-07,IT,310,595.4,502,0.796,0.873,574
153,2008-08,IT,310,532.5,214,0.78,0.889,492
153,2008-09,IT,300,362.5,0,0.892,0.797,576
153,2008-10,IT,310,315.5,66,0.918,0.935,630
153,2008-11,IT,300,528.5,182,0.811,0.864,468
153,2008-12,IT,310,446.5,512,0.874,0.914,368
153,2009-01,IT,310,436.5,0,0.797,0.837,522
153,2009-02,IT,280,515.4,216,0.838,0.906,854
153,2009-03,IT,310,610.2,177,0.832,0.914,623
153,2009-04,IT,300,595.6,423,0.921,0.921,614
153,2009-05,IT,310,381.3,313,0.819,0.884,857
153,2009-06,IT,300,437.7,458,0.876,0.909,785
153,2009-07,IT,310,415.8,361,0.748,0.915,308
153,2009-08,IT,310,619.3,230,0.819,0.906,780
153,2009-09,IT,300,448.7,188,0.844,0.892,327
153,2009-10,IT,310,393.8,150,0.802,0.877,246
153,2009-11,IT,300,493.5,261,0.781,0.934,170
153,2009-12,IT,310,336.9,262,0.841,0.917,673
153,2010-01,IT,310,496.9,258,0.863,0.921,403
153,2010-02,IT,280,504.1,349,0.865,0.842,255
153,2010-03,IT,310,473.6,175,0.842,0.962,284
153,2010-04,IT,300,549.1,167,0.878,0.935,353
153,2010-05,IT,310,460.5,419,0.822,0.931,248
153,2010-06,IT,300,308.7,288,0.908,0.863,188
153,2010-07,IT,310,533.8,174,0.794,0.905,793
153,2010-08,IT,310,594.6,553,0.895,0.883,923
153,2010-09,IT,300,573.6,116,0.87,0.894,375
153,2010-10,IT,310,516.5,353,0.871,0.838,40
153,2010-11,IT,300,421.6,236,0.86,0.758,716
153,2010-12,IT,310,393.6,423,0.881,0.838,367
153,2011-01,IT,310,596.4,263,0.774,0.902,700
153,2011-02,IT,280,408.1,282,0.856,0.882,655
153,2011-03,IT,310,500.6,172,0.945,0.971,769
153,2011-04,IT,300,541.1,333,0.814,0.952,651
153,2011-05,IT,310,469.5,538,0.743,0.92,382
153,2011-06,IT,300,409.6,176,0.907,0.921,602
153,2011-07,IT,310,489.4,219,0.809,0.913,501
153,2011-08,IT,310,594.1,0,0.893,0.838,434
153,2011-09,IT,300,514.9,423,0.838,0.915,815
153,2011-10,IT,310,421.6,437,0.707,0.881,708
153,2011-11,IT,300,441.3,260,0.646,0.832,391
153,2011-12,IT,310,521.5,275,0.939,0.939,823
153,2012-01,IT,310,580.8,78,0.907,0.915,732
153,2012-02,IT,290,461.4,149,0.866,0.915,374
153,2012-03,IT,310,601.3,142,0.661,0.871,737
153,2012-04,IT,300,364.6,180,0.83,0.871,638
153,2012-05,IT,310,316.6,218,0.788,0.929,181
153,2012-06,IT,300,333.2,430,0.75,0.866,384
153,2012-07,IT,310,596.2,517,0.894,0.92,836
153,2012-08,IT,310,555.2,556,0.842,0.776,497
153,2012-09,IT,300,587.4,251,0.911,0.858,816
153,2012-10,IT,310,362.4,362,0.791,0.833,605
153,2012-11,IT,300,358.7,415,0.818,0.905,587
153,2012-12,IT,310,575.2,202,0.907,1.0,345
153,2013-01,IT,310,596.5,224,0.81,0.942,345
153,2013-02,IT,280,536.1,357,0.836,0.894,439
